ticker, date, last_close, last_open, last_high, last_low, volume, change
AAPL, 1980-12-12, 0.09894320368766785,0.09894320368766785, 0.09937336765623503, 0.09894320368766785, 469033600.0,0.0
AAPL, 1980-12-15, 0.09378128498792648,0.09421144899648032, 0.09421144899648032, 0.09378128498792648, 175884800.0,-0.0004
AAPL, 1980-12-16, 0.08689794689416885,0.08732810520730666, 0.08732810520730666, 0.08689794689416885, 105728000.0,-0.0004
AAPL, 1980-12-17, 0.08904872834682465,0.08904872834682465, 0.08947889229925718, 0.08904872834682465, 86441600.0,0.0
AAPL, 1980-12-18, 0.0916304811835289,0.0916304811835289, 0.09206063944378547, 0.0916304811835289, 73449600.0,0.0
AAPL, 1980-12-19, 0.09722255915403366,0.09722255915403366, 0.09765272312195204, 0.09722255915403366, 48630400.0,0.0
AAPL, 1980-12-22, 0.10195435583591461,0.10195435583591461, 0.1023852895188911, 0.10195435583591461, 37363200.0,0.0
AAPL, 1980-12-23, 0.1062566414475441,0.1062566414475441, 0.10668680511894624, 0.1062566414475441, 46950400.0,0.0
AAPL, 1980-12-24, 0.11184877902269363,0.11184877902269365, 0.11227894286450452, 0.11184877902269365, 48003200.0,-0.0
AAPL, 1980-12-26, 0.12217342108488083,0.12217342108488083, 0.12260358495885605, 0.12217342108488083, 55574400.0,0.0
AAPL, 1980-12-29, 0.12389412522315979,0.1238941252231598, 0.12432428930590694, 0.1238941252231598, 93161600.0,-0.0
AAPL, 1980-12-30, 0.12088296562433243,0.1213131180988365, 0.1213131180988365, 0.12088296562433241, 68880000.0,-0.0004
AAPL, 1980-12-31, 0.11744169890880585,0.11787186295118081, 0.11787186295118081, 0.11744169890880585, 35750400.0,-0.0004
AAPL, 1981-01-02, 0.11873211711645126,0.11873211711645126, 0.11959244474882022, 0.11873211711645126, 21660800.0,0.0
AAPL, 1981-01-05, 0.11615122854709625,0.11658138114025862, 0.11658138114025862, 0.11615122854709625, 35728000.0,-0.0004
AAPL, 1981-01-06, 0.11098843067884445,0.11141859444058139, 0.11141859444058139, 0.11098843067884445, 45158400.0,-0.0004
AAPL, 1981-01-07, 0.1062566414475441,0.10668680511894624, 0.10668680511894624, 0.1062566414475441, 55686400.0,-0.0004
AAPL, 1981-01-08, 0.10410592705011368,0.1045360795688692, 0.1045360795688692, 0.10410592705011368, 39827200.0,-0.0004
AAPL, 1981-01-09, 0.10969803482294083,0.10969803482294083, 0.11012819891384365, 0.10969803482294083, 21504000.0,0.0
AAPL, 1981-01-12, 0.10883765667676926,0.10969797288554754, 0.10969797288554754, 0.10883765667676926, 23699200.0,-0.0009
AAPL, 1981-01-13, 0.10496626049280167,0.10539642456816425, 0.10539642456816425, 0.10496626049280167, 23049600.0,-0.0004
AAPL, 1981-01-14, 0.10539641231298447,0.10539641231298447, 0.10582657633832887, 0.10539641231298447, 14291200.0,0.0
AAPL, 1981-01-15, 0.10754720121622086,0.10754720121622086, 0.10840751762175518, 0.10754720121622086, 14067200.0,0.0
AAPL, 1981-01-16, 0.10668686032295227,0.10711702421693824, 0.10711702421693824, 0.10668686032295226, 13395200.0,-0.0004
AAPL, 1981-01-19, 0.11313927918672562,0.11313927918672562, 0.11356944310505654, 0.11313927918672562, 41574400.0,0.0
AAPL, 1981-01-20, 0.10969803482294083,0.11012819891384365, 0.11012819891384365, 0.10969803482294083, 30083200.0,-0.0004
AAPL, 1981-01-21, 0.11184877902269363,0.11184877902269365, 0.11270909521904428, 0.11184877902269365, 15904000.0,-0.0
AAPL, 1981-01-22, 0.11313927918672562,0.11313927918672562, 0.11399960702338746, 0.11313927918672562, 35548800.0,0.0
AAPL, 1981-01-23, 0.11270909756422043,0.11313926141498187, 0.11356942526574332, 0.11270909756422043, 11222400.0,-0.0004
AAPL, 1981-01-26, 0.11098843067884445,0.11141859444058139, 0.11141859444058139, 0.11098843067884445, 24640000.0,-0.0004
AAPL, 1981-01-27, 0.11012817174196243,0.11098848822422475, 0.11098848822422475, 0.11012817174196243, 23699200.0,-0.0009
AAPL, 1981-01-28, 0.10668686032295227,0.10711702421693824, 0.10711702421693824, 0.10668686032295226, 28156800.0,-0.0004
AAPL, 1981-01-29, 0.10281539708375931,0.10324556093102065, 0.10324556093102065, 0.10281539708375931, 43904000.0,-0.0004
AAPL, 1981-01-30, 0.09722255915403366,0.09808288708987041, 0.09808288708987041, 0.09722255915403366, 46188800.0,-0.0009
AAPL, 1981-02-02, 0.0916304811835289,0.09206063944378547, 0.09206063944378547, 0.0916304811835289, 23766400.0,-0.0004
AAPL, 1981-02-03, 0.09507174789905548,0.09507174789905548, 0.09550190605822843, 0.09507174789905548, 19152000.0,0.0
